"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39910229276051","4.01239335949463","3.63200590635307","1.84143223139124","0.949806515799998","1.13818799196351","0.790264627237165","0.990171377135238","0.958724120924828","0.831810210059235","0.89912049155261","0.82958300090492","0.63513419413337","0.624991498249723","0.607619399478647","0.632783178541323","0.562755768299734","0.573213617861643","0.586742757079483","0.541400766848617","0.509778073401438","0.554206581733404","0.598612736134031","0.557201539663244","0.535883546501398","0.50600106980907","0.479457832928059","0.47239822407051","0.477479083019424","0.479502789571689","","",
"American Samoa","ASM","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282769490663333","0.28992427477576","0.377796232036689","0.309352946567864","0.289991090809046","0.327466569311007","0.318556054461798","0.312816938278627","0.329584267238588","0.327732699331176","0.308589558230521","0.342886443035298","0.378187790992918","0.374806751780777","0.345726959645486","0.332823681540994","0.316904003551378","0.303076044014468","0.316298609796361","1.04040905384254","0.397965800416111","0.447336146712798","0.560959735934846","0.3789212479276","0.372831718000646","0.366576438181916","0.354568850485811","0.343759927205884","0.328053120677325","0.318976154833646","","",
"Australia","AUS","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.417914123584257","0.421319389380938","0.425288943259202","0.415826749724983","0.410349306765459","0.409093331288901","0.408330747559655","0.402151577358273","0.410352866632932","0.3970306984013","0.388696147267585","0.387866201625273","0.38131249869481","0.368979596192261","0.367335774325256","0.360271550979815","0.355777712636448","0.352193519675221","0.342871444089361","0.342070922577127","0.328124053626717","0.319501388009475","0.307972163850997","0.295039544400478","0.281079377156683","0.279724269517047","0.277471282831401","0.274218538331761","0.265102805335271","0.259106721918445","","",
"Austria","AUT","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.242156963313893","0.250772761283595","0.226899238505974","0.226258206780991","0.222785592457653","0.227793852148374","0.236097481287801","0.22883288867907","0.222468802866496","0.209447264095408","0.204150242335783","0.215494459809465","0.21655093764703","0.23027232947545","0.228175503470076","0.2244628954006","0.210878557186846","0.19545400057586","0.191261551084368","0.181012992699578","0.193033568420605","0.183021177164392","0.173370033595551","0.175029535262096","0.164094847750949","0.165562247101001","0.163462185503233","0.165324131251971","0.154547109949644","0.156365288069653","","",
"Azerbaijan","AZE","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64237333335649","2.59034550714272","4.0891963855136","4.0167945363265","3.48959235687984","3.83251961402413","3.16812174462989","2.91735274970718","2.65213887273615","2.43491154448588","2.3233728835353","2.01559000254968","1.82640098297435","1.80851626823592","1.64027054723426","1.36017915667627","1.0264346648534","0.744123035094868","0.740409947490886","0.567308648247552","0.514840234983792","0.577162132523122","0.623535320657833","0.605542619293062","0.614094886736462","0.5985940137739","0.626882904405384","0.620198066027039","0.625753959649348","0.662345199913534","","",
"Burundi","BDI","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0712537589538246","0.087822404941845","0.0711362202863383","0.0800855722329157","0.0832750049181136","0.0951975455227753","0.108649372605084","0.110404809065761","0.110417356497804","0.116614129956178","0.132963989280909","0.100219668681817","0.100750747294037","0.0777134763486013","0.0694971349387628","0.0688772397801205","0.0784078385694963","0.0757915531394042","0.0722776202461287","0.0696230698755491","0.110382284908403","0.127324263648892","0.125289776799583","0.125864389088074","0.117648057420772","0.128865831369391","0.142608061290169","0.17092326518287","0.218997041760868","0.224450352878117","","",
"Belgium","BEL","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.372491697670203","0.38134695993604","0.370225577471825","0.366433360879293","0.370420561529805","0.360753592897278","0.37121413584745","0.349202875183763","0.350647465843104","0.327589461577971","0.320662858482005","0.320069123848047","0.29477968880874","0.303989919829098","0.28974716554359","0.274703797232589","0.263120319761551","0.244305292417136","0.248659830470436","0.236557310519643","0.246236880719072","0.218900656779514","0.214569175519555","0.216547629693889","0.198946772719398","0.20575963094779","0.201242263809996","0.19488217612954","0.193390520448933","0.187839178260001","","",
"Benin","BEN","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0833700605709375","0.0654462408721997","0.0659204397359087","0.0645098361080237","0.0610518668105322","0.0616838058415948","0.191177257918796","0.231136583424937","0.216951109527211","0.228077274283569","0.228319522848469","0.265606646771002","0.31800641989798","0.344084958795373","0.357847325194341","0.385010639755113","0.443206237001562","0.482043735294247","0.461839618734975","0.496283555341428","0.531091276490856","0.496581621273504","0.452389864265142","0.444852102682896","0.463840131835915","0.48383582127796","0.572715845177594","0.552430879564594","0.559206050693581","0.514816597830023","","",
"Burkina Faso","BFA","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.164348795495294","0.153695604007867","0.156345410705775","0.154020800429643","0.154890038004417","0.15465441552897","0.153973987356815","0.158618507642265","0.162812368854674","0.177532874738773","0.184031249649223","0.1781244920151","0.168934495615203","0.169766357925392","0.165614142481414","0.152412375712763","0.167800868850329","0.183270860968931","0.20885150899108","0.206422973209898","0.251960656262694","0.253853557072658","0.284996095326932","0.286801022929585","0.279297723098739","0.312707085959605","0.295123685518008","0.320694434520866","0.329006606465241","0.333297136631363","","",
"Bangladesh","BGD","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218041382551786","0.1980781378838","0.205026078904166","0.208224712036806","0.215894402234176","0.251032576787109","0.244233184001799","0.263459332525213","0.254188618093103","0.253696551478817","0.259393852070657","0.293951605497578","0.301219314267223","0.300170191668493","0.304154418172563","0.305880425083344","0.314713642263644","0.311077684527403","0.321160177442259","0.329044263189518","0.352283454751294","0.356014431553869","0.35614356052456","0.351061320811303","0.348641647769325","0.37005583041419","0.355960846237059","0.356222024776081","0.349121528113756","0.351884730607426","","",
"Bulgaria","BGR","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90719449067412","1.66485583315425","1.68952564947365","1.73256713177837","1.63439357196341","1.62324105863317","1.55473380081158","1.73464032851605","1.59214652531781","1.52598206953396","1.42942330634224","1.46461165567092","1.30581051614811","1.36405543339705","1.26304282350573","1.1977627597994","1.14390764482381","1.15251150078588","1.03309553080761","0.916572845637025","0.941151645424129","1.02273826822488","0.920602026866376","0.815568008088977","0.856435333727456","0.877476354963634","0.794829605815084","0.816053200201153","0.740745756289149","0.681355983251287","","",
"Bahrain","BHR","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19252264190409","1.03319136895725","1.14805124523855","1.0834621599203","1.11110901152826","1.08268728138619","1.08679676888172","1.07430595289767","1.10127121474659","1.05314228258668","1.02796991312149","1.03519781969844","1.05238132877274","1.0314394268502","0.963596204050112","1.04143008367147","1.06327120033823","1.00410284841387","1.01740170832311","0.990597990185537","0.997456174638697","0.979939374837778","0.986472743054616","0.993645066774081","0.999418209482519","0.984842876025563","0.942297184822967","0.910087583553649","0.899740479611775","0.950686443946868","","",
"Bahamas, The","BHS","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22727699126346","0.24687748838867","0.323388728924454","0.262182264103865","0.251746071546654","0.256332065623574","0.231411438331175","0.195603648115126","0.258499871453611","0.226492102128178","0.209032522010119","0.202772066089605","0.213440198059309","0.21437232593993","0.200889570467335","0.182203483462449","0.176887949316101","0.176025967596313","0.18701374874439","0.547344600325937","0.181722512174056","0.223163296540847","0.299029896960696","0.243674005766131","0.214562537372902","0.186310796596411","0.17346695485034","0.179059631026091","0.226890294166097","0.225849112158389","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29719428598191","1.1451988936402","0.753529962097746","1.13613153734262","1.24559075121202","1.1111387418133","1.30756063235718","1.25833429137982","1.26775749922441","1.24654395661344","1.22757704237385","1.2316148303388","1.28929909080868","1.28460597574136","1.33888776059149","1.36905653905165","1.37378692101203","1.55008363268438","1.44574159309936","1.40547319759085","1.2393687213725","1.2102489282817","1.33595071223776","1.31459158945733","1.26272764941736","1.14483186306592","","",
"Belarus","BLR","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3895189895207","3.30662837907175","3.34491379875491","3.14403001321482","3.01968044733717","2.99733255207679","2.96678339975871","2.68679283345567","2.39858275985557","2.22613001674604","2.02712758728271","1.89690454225727","1.80440495882585","1.71364392572503","1.63504242649202","1.5142896131045","1.43336012129607","1.28703504218064","1.2262531086166","1.16052275128813","1.15665519344161","1.04208705991359","1.04912642086619","1.03956984123838","1.01358028036854","0.971043443579483","1.00202738123202","0.992700374552923","1.01290936674037","0.977234419052956","","",
"Belize","BLZ","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.431839471536965","0.504876966456071","0.523990464796139","0.463634621816069","0.443031229024092","0.449996038299682","0.348589414488302","0.430010239497219","0.404766723413374","0.338486590256584","0.328752804584556","0.368612255735964","0.344065096282572","0.308646871639977","0.254498393186004","0.266002653845889","0.275986268984704","0.277714931350467","0.266038799050302","0.780363430158594","0.295603661145209","0.354042530265496","0.340889805222554","0.223902609291645","0.224458099416505","0.307622713029883","0.293718847730489","0.294186308997693","0.286429055723628","0.278440044416877","","",
"Bermuda","BMU","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.869353104401664","0.862352308914223","0.870237176558267","0.763495523420055","0.680820141005629","0.586173486515342","0.54269242360217","0.568845343711154","0.514882070962489","0.486083070271897","0.473614375827309","0.456694556848911","0.459457509993119","0.489367025774213","0.490974183037026","0.497930667019415","0.530925587693842","0.546181599550644","0.558417424145532","0.576958296778756","0.600398738627505","0.62487219807233","0.623411706233445","0.627973545344369","0.648521915139789","0.629087136769807","0.639689829170712","0.634575149412174","0.621705476293759","0.584920419635976","","",
"Brazil","BRA","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.215762498034724","0.221737914857105","0.225544138195678","0.222600107403997","0.217364897068138","0.226158982593206","0.240649152884491","0.249529049080554","0.25687383313693","0.264801531553211","0.264383490356424","0.265506027661106","0.256332293406423","0.247897732282561","0.247752517800287","0.242381790378872","0.235907015172635","0.233632913257013","0.235593880584487","0.220971896507529","0.233643225141912","0.236220858521727","0.251669970362669","0.261869105657462","0.273818235949465","0.269302033880878","0.256474480391896","0.258453673629244","0.241408785514256","0.238667621583707","","",
"Barbados","BRB","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.249561087140409","0.259688704665636","0.331560552850122","0.278772662589677","0.281475972982937","0.286634270258703","0.273095851111518","0.285334464989641","0.301163276506972","0.30724914371326","0.280590042738931","0.303611627642928","0.315036899316883","0.310579832008487","0.301818217460711","0.303143020559567","0.29573938747581","0.291690905131372","0.348586136407183","0.952553993039017","0.327321493371008","0.374242245591091","0.452750731846741","0.312045394122182","0.275447049922629","0.268800632076549","0.26628855360195","0.242475381925151","0.257449011378066","0.259866018232426","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.358442968351675","0.360302289299511","0.365304618871262","0.398687419960908","0.419969743993593","0.433032178153985","0.44196269633696","0.485709786169547","0.422129760851151","0.401470996557249","0.415901602455649","0.403936279809354","0.381447716878945","0.442894270951627","0.407142493666155","0.396823259343993","0.572826922130825","0.543041428782995","0.613504965384259","0.621366778804964","0.55175907065219","0.543708075683426","0.536584655336612","0.541481263105972","0.545398589018898","0.494957820402783","0.552736328442232","0.570532931478633","0.589790439302","0.526401521929227","","",
"Bhutan","BTN","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.191713988966686","0.312811112545923","0.276048048272415","0.293227479607584","0.30088510267533","0.321150150487988","0.380274741400089","0.3428374721914","0.340730634866177","0.315538156715781","0.320560055786337","0.324035969322147","0.304637832967323","0.306078841114386","0.322044791751288","0.331222745141168","0.309554725121909","0.261534717362414","0.233959994946332","0.233780990939082","0.261042396377236","0.35657360634168","0.367958144306521","0.377209463138618","0.372577499413035","0.384308578403507","0.429277402941267","0.427838612008684","0.449394646120981","0.424938701484121","","",
"Botswana","BWA","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.532784090796294","0.481688142773805","0.565756866807052","0.546709258590255","0.499973538525274","0.483815520128458","0.418469672192185","0.406150734853941","0.484701252550936","0.463592830736443","0.474576985006232","0.454596119369394","0.446302356283328","0.414926336442658","0.409147945051979","0.42187327333331","0.372029206220877","0.37143460813031","0.365564765117273","0.406391286271664","0.296814647798948","0.319859518371464","0.281594895482859","0.402851127677113","0.491541213546395","0.513645281449539","0.457077550648135","0.48537245981385","0.464582864842697","0.44720759102791","","",
"Central African Republic","CAF","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10048361290293","0.0943057853966835","0.10797853868904","0.114792237474861","0.109430212426696","0.10208037865803","0.112979695160628","0.107293222990217","0.138644911116288","0.139645739165139","0.143210877200183","0.142802249327222","0.137818003097702","0.134026632846811","0.126446322219221","0.119860071414609","0.119601948301145","0.119305008123876","0.0828067576186543","0.0762582620589943","0.0728831745766999","0.0781783814457325","0.0783342113387476","0.073890875566189","0.0799836042629477","0.112039814391538","0.118217758653346","0.118483118516464","0.119346162232972","0.120790611799813","","",
"Canada","CAN","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.470863713248668","0.46078141111662","0.446736796389339","0.441879900572916","0.427693466050419","0.429692931864059","0.43834138219431","0.418874411746742","0.415410632681128","0.398482079386049","0.412865298352804","0.393616093965659","0.384017857656093","0.383720496865526","0.380520615686663","0.371834426119089","0.36965773273056","0.363237555318714","0.35894432873491","0.354196026030361","0.350691478445997","0.348429558901811","0.34207207421939","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41575119485273","1.44861905086088","1.37350862537382","1.31669189465473","1.2309130862489","1.17238967775329","1.15386139692643","1.09274674007656","1.00078929877327","0.927824122625151","0.882205300238058","0.870440790981346","0.8227227444202","0.823669102436069","0.77734753383499","0.738780685592945","0.709862921567704","0.673118516893131","0.632784402294709","0.605172983511","0.616929244498695","0.596079036580867","0.569331724028183","0.543610045255182","0.509610593599548","0.498057159130192","0.493521384005538","0.486597631186463","0.459718113680119","0.421286587422568","","",
"Switzerland","CHE","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0920905566928518","0.0979609722259251","0.0980682096258061","0.093357521062583","0.090362325651389","0.0917246799303055","0.0924923516512876","0.0878575636035622","0.088265856882004","0.0873716458213493","0.0824969144855622","0.0838928584914057","0.0810163902387171","0.0834049190108176","0.0820077307573366","0.0808178244670489","0.0770278161949699","0.0709629360226431","0.0712758810124008","0.0708587097884398","0.0710529768325406","0.0635822454273381","0.0648702948433414","0.0652419606935433","0.0582673081916901","0.0563160581578664","0.0559933198491862","0.0538897804021713","0.0507395504406317","0.0500328089999059","","",
"Channel Islands","CHI","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.425054369739131","0.378521995567774","0.35235298389276","0.352377850340461","0.369965102893364","0.37135803718002","0.400613564574493","0.4261290405083","0.414769905525759","0.435259955368815","0.38409735317952","0.357656993785082","0.351494978340588","0.343021552162893","0.352114423745808","0.338747170755544","0.326156449881612","0.350393418811606","0.35548167059396","0.346070624933698","0.348418881458556","0.359605510439765","0.347348053397606","0.3559060717462","0.322509711884564","0.339097481963482","0.350519961561766","0.348143815563513","0.333017059840604","0.34863300112452","","",
"China","CHN","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11544451265567","2.05086453497859","1.88593597555487","1.81163052903034","1.67676062170047","1.6864693563328","1.52523818600251","1.42518912362725","1.36458472623614","1.23511742505607","1.20808646479073","1.17596141291663","1.1633349759857","1.22532243200294","1.2914206032462","1.31762958361708","1.2919198575186","1.2286031055707","1.15354340382365","1.13052005873815","1.12189689685319","1.12167993361334","1.06895568877297","1.03794230542771","0.968333504666155","0.891475142610374","0.835480955764594","0.798720326625401","0.778374266473727","0.748948081784695","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.119136152530788","0.122602911470781","0.122022456418934","0.130643697449659","0.135283994598071","0.137728553322652","0.153643842386824","0.171954079416898","0.165585631947602","0.224029153220377","0.213444208909785","0.218143037177252","0.236361210128227","0.192592602835126","0.192271832921855","0.204645045953486","0.192947794389856","0.189506495083625","0.206739043456848","0.18597813313523","0.183295446958334","0.186682060173678","0.227883335900197","0.222378345285629","0.215255572707159","0.214123713598363","0.195300705525424","0.200312520085803","0.1808340017777","0.180917346876736","","",
"Cameroon","CMR","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188107833341196","0.470008176169724","0.476693734380405","0.436130330245048","0.342773404696281","0.337458940955279","0.329345326718218","0.321699978762547","0.318561078035954","0.289690612432665","0.303461545191918","0.288091420786665","0.274143020478691","0.264020696758726","0.242375177128726","0.232461422735926","0.227053145971129","0.262102425501194","0.265654340268327","0.284912745526315","0.276098033493814","0.259453285752777","0.250530715438733","0.261847655122785","0.270644538512652","0.262649452468995","0.269666473885075","0.263025197408128","0.264605641281049","0.251452816703468","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per 2015 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.108145852938065","0.0646154459249804","0.0614081224685728","0.0911058439876466","0.110271049079777","0.104549563131447","0.113640227810545","0.120403339496453","0.122930328587692","0.117712629598609","0.0986201538741286","0.0970277140378596","0.0990519801202661","0.113719913247569","0.103344575187818","0.11092232908024","0.108654233069503","0.110774829510698","0.107659884215536","0.102619067989685","0.101557530504442","0.108292503096143","0.0947635962008213","0.122234215629789","0.144932053818115","0.0851844811700807","0.0623269579007234","0.070764231997574","0.0732067576080994","0.0721548446553916","","",
